"Titre de tracé : 20347223"
"Date";"Heure, GMT+02:00";"Temp., °C (LGR S/N: 20347223, SEN S/N: 20347223)";"Coupleur attaché (LGR S/N: 20347223)";"Hôte connecté (LGR S/N: 20347223)";"Arrêté (LGR S/N: 20347223)";"Fin de fichier (LGR S/N: 20347223)"
2022-07-28;13:45:00;24,545;;;;
2022-07-28;13:45:10;24,545;;;;
2022-07-28;13:45:20;24,641;;;;
2022-07-28;13:45:30;24,545;;;;
2022-07-28;13:45:40;24,448;;;;
2022-07-28;13:45:50;24,545;;;;
2022-07-28;13:46:00;24,738;;;;
2022-07-28;13:46:10;24,738;;;;
2022-07-28;13:46:20;24,738;;;;
2022-07-28;13:46:30;24,738;;;;
2022-07-28;13:46:40;24,835;;;;
2022-07-28;13:46:50;24,931;;;;
2022-07-28;13:47:00;24,738;;;;
2022-07-28;13:47:10;25,125;;;;
2022-07-28;13:47:20;25,222;;;;
2022-07-28;13:47:30;25,319;;;;
2022-07-28;13:47:40;25,222;;;;
2022-07-28;13:47:50;25,222;;;;
2022-07-28;13:48:00;25,125;;;;
2022-07-28;13:48:10;24,931;;;;
2022-07-28;13:48:20;24,931;;;;
2022-07-28;13:48:30;24,931;;;;
2022-07-28;13:48:40;24,931;;;;
2022-07-28;13:48:50;24,835;;;;
2022-07-28;13:49:00;24,835;;;;
2022-07-28;13:49:10;24,931;;;;
2022-07-28;13:49:20;24,931;;;;
2022-07-28;13:49:30;24,738;;;;
2022-07-28;13:49:40;24,448;;;;
2022-07-28;13:49:50;24,448;;;;
2022-07-28;13:50:00;24,641;;;;
2022-07-28;13:50:10;24,448;;;;
2022-07-28;13:50:20;24,158;;;;
2022-07-28;13:50:30;23,966;;;;
2022-07-28;13:50:40;23,677;;;;
2022-07-28;13:50:50;23,581;;;;
2022-07-28;13:51:00;23,388;;;;
2022-07-28;13:51:10;23,292;;;;
2022-07-28;13:51:20;23,292;;;;
2022-07-28;13:51:30;23,196;;;;
2022-07-28;13:51:40;23,100;;;;
2022-07-28;13:51:50;23,004;;;;
2022-07-28;13:52:00;23,004;;;;
2022-07-28;13:52:10;22,908;;;;
2022-07-28;13:52:20;22,908;;;;
2022-07-28;13:52:30;22,908;;;;
2022-07-28;13:52:40;22,812;;;;
2022-07-28;13:52:50;22,812;;;;
2022-07-28;13:53:00;22,812;;;;
2022-07-28;13:53:10;22,908;;;;
2022-07-28;13:53:20;23,004;;;;
2022-07-28;13:53:30;23,100;;;;
2022-07-28;13:53:40;23,196;;;;
2022-07-28;13:53:50;23,292;;;;
2022-07-28;13:54:00;23,292;;;;
2022-07-28;13:54:10;23,388;;;;
2022-07-28;13:54:20;23,484;;;;
2022-07-28;13:54:30;23,773;;;;
2022-07-28;13:54:40;23,869;;;;
2022-07-28;13:54:50;23,677;;;;
2022-07-28;13:55:00;23,677;;;;
2022-07-28;13:55:10;23,773;;;;
2022-07-28;13:55:20;23,773;;;;
2022-07-28;13:55:30;23,966;;;;
2022-07-28;13:55:40;23,773;;;;
2022-07-28;13:55:50;23,773;;;;
2022-07-28;13:56:00;23,677;;;;
2022-07-28;13:56:10;23,773;;;;
2022-07-28;13:56:20;23,677;;;;
2022-07-28;13:56:30;23,677;;;;
2022-07-28;13:56:40;23,581;;;;
2022-07-28;13:56:50;23,581;;;;
2022-07-28;13:57:00;23,677;;;;
2022-07-28;13:57:10;23,388;;;;
2022-07-28;13:57:20;23,292;;;;
2022-07-28;13:57:30;23,292;;;;
2022-07-28;13:57:40;23,292;;;;
2022-07-28;13:57:50;23,196;;;;
2022-07-28;13:58:00;23,196;;;;
2022-07-28;13:58:10;23,196;;;;
2022-07-28;13:58:20;23,196;;;;
2022-07-28;13:58:30;23,292;;;;
2022-07-28;13:58:40;23,388;;;;
2022-07-28;13:58:50;23,388;;;;
2022-07-28;13:59:00;23,292;;;;
2022-07-28;13:59:10;23,292;;;;
2022-07-28;13:59:20;23,388;;;;
2022-07-28;13:59:30;23,388;;;;
2022-07-28;13:59:40;23,388;;;;
2022-07-28;13:59:50;23,388;;;;
2022-07-28;14:00:00;23,484;;;;
2022-07-28;14:00:10;23,869;;;;
2022-07-28;14:00:20;23,869;;;;
2022-07-28;14:00:30;23,677;;;;
2022-07-28;14:00:40;23,581;;;;
2022-07-28;14:00:50;23,581;;;;
2022-07-28;14:01:00;23,581;;;;
2022-07-28;14:01:10;23,677;;;;
2022-07-28;14:01:20;23,677;;;;
2022-07-28;14:01:30;23,581;;;;
2022-07-28;14:01:40;23,484;;;;
2022-07-28;14:01:50;23,484;;;;
2022-07-28;14:02:00;23,581;;;;
2022-07-28;14:02:10;23,484;;;;
2022-07-28;14:02:20;23,581;;;;
2022-07-28;14:02:30;23,484;;;;
2022-07-28;14:02:40;23,484;;;;
2022-07-28;14:02:50;23,388;;;;
2022-07-28;14:03:00;23,773;;;;
2022-07-28;14:03:10;23,677;;;;
2022-07-28;14:03:20;23,581;;;;
2022-07-28;14:03:30;23,773;;;;
2022-07-28;14:03:40;23,773;;;;
2022-07-28;14:03:50;23,677;;;;
2022-07-28;14:04:00;23,581;;;;
2022-07-28;14:04:10;23,581;;;;
2022-07-28;14:04:20;23,484;;;;
2022-07-28;14:04:30;23,388;;;;
2022-07-28;14:04:40;23,292;;;;
2022-07-28;14:04:50;23,292;;;;
2022-07-28;14:05:00;23,388;;;;
2022-07-28;14:05:10;23,484;;;;
2022-07-28;14:05:20;23,388;;;;
2022-07-28;14:05:30;23,292;;;;
2022-07-28;14:05:40;23,196;;;;
2022-07-28;14:05:50;23,196;;;;
2022-07-28;14:06:00;23,100;;;;
2022-07-28;14:06:10;23,484;;;;
2022-07-28;14:06:20;23,773;;;;
2022-07-28;14:06:30;23,581;;;;
2022-07-28;14:06:40;23,484;;;;
2022-07-28;14:06:50;23,388;;;;
2022-07-28;14:07:00;23,292;;;;
2022-07-28;14:07:10;23,388;;;;
2022-07-28;14:07:20;23,773;;;;
2022-07-28;14:07:30;23,869;;;;
2022-07-28;14:07:40;23,677;;;;
2022-07-28;14:07:50;23,581;;;;
2022-07-28;14:08:00;24,062;;;;
2022-07-28;14:08:10;24,738;;;;
2022-07-28;14:08:20;24,545;;;;
2022-07-28;14:08:30;24,158;;;;
2022-07-28;14:08:40;23,773;;;;
2022-07-28;14:08:50;23,581;;;;
2022-07-28;14:09:00;23,484;;;;
2022-07-28;14:09:10;23,388;;;;
2022-07-28;14:09:20;23,484;;;;
2022-07-28;14:09:30;23,773;;;;
2022-07-28;14:09:40;23,484;;;;
2022-07-28;14:09:50;23,484;;;;
2022-07-28;14:10:00;23,581;;;;
2022-07-28;14:10:10;23,581;;;;
2022-07-28;14:10:20;23,581;;;;
2022-07-28;14:10:30;23,677;;;;
2022-07-28;14:10:40;23,677;;;;
2022-07-28;14:10:50;23,581;;;;
2022-07-28;14:11:00;23,484;;;;
2022-07-28;14:11:10;23,484;;;;
2022-07-28;14:11:20;23,388;;;;
2022-07-28;14:11:30;23,196;;;;
2022-07-28;14:11:40;23,100;;;;
2022-07-28;14:11:50;23,004;;;;
2022-07-28;14:12:00;23,004;;;;
2022-07-28;14:12:10;22,908;;;;
2022-07-28;14:12:20;22,908;;;;
2022-07-28;14:12:30;22,812;;;;
2022-07-28;14:12:40;22,812;;;;
2022-07-28;14:12:50;22,908;;;;
2022-07-28;14:13:00;22,908;;;;
2022-07-28;14:13:10;22,908;;;;
2022-07-28;14:13:20;22,812;;;;
2022-07-28;14:13:30;22,908;;;;
2022-07-28;14:13:40;23,100;;;;
2022-07-28;14:13:50;23,196;;;;
2022-07-28;14:14:00;23,388;;;;
2022-07-28;14:14:10;23,677;;;;
2022-07-28;14:14:20;23,677;;;;
2022-07-28;14:14:30;23,677;;;;
2022-07-28;14:14:40;23,388;;;;
2022-07-28;14:14:50;23,292;;;;
2022-07-28;14:15:00;23,292;;;;
2022-07-28;14:15:10;23,196;;;;
2022-07-28;14:15:20;23,196;;;;
2022-07-28;14:15:30;23,196;;;;
2022-07-28;14:15:40;23,196;;;;
2022-07-28;14:15:50;23,581;;;;
2022-07-28;14:16:00;23,773;;;;
2022-07-28;14:16:10;23,677;;;;
2022-07-28;14:16:20;23,581;;;;
2022-07-28;14:16:30;23,581;;;;
2022-07-28;14:16:40;23,677;;;;
2022-07-28;14:16:50;23,484;;;;
2022-07-28;14:17:00;23,292;;;;
2022-07-28;14:17:10;23,292;;;;
2022-07-28;14:17:20;23,196;;;;
2022-07-28;14:17:30;23,388;;;;
2022-07-28;14:17:40;23,581;;;;
2022-07-28;14:17:50;23,388;;;;
2022-07-28;14:18:00;23,484;;;;
2022-07-28;14:18:10;23,484;;;;
2022-07-28;14:18:20;23,677;;;;
2022-07-28;14:18:30;23,484;;;;
2022-07-28;14:18:40;23,484;;;;
2022-07-28;14:18:50;23,581;;;;
2022-07-28;14:19:00;23,484;;;;
2022-07-28;14:19:10;23,484;;;;
2022-07-28;14:19:20;23,484;;;;
2022-07-28;14:19:30;23,484;;;;
2022-07-28;14:19:40;23,388;;;;
2022-07-28;14:19:50;23,388;;;;
2022-07-28;14:20:00;23,388;;;;
2022-07-28;14:20:10;23,388;;;;
2022-07-28;14:20:20;23,581;;;;
2022-07-28;14:20:30;23,773;;;;
2022-07-28;14:20:40;23,773;;;;
2022-07-28;14:20:50;23,677;;;;
2022-07-28;14:21:00;23,581;;;;
2022-07-28;14:21:10;23,581;;;;
2022-07-28;14:21:20;23,581;;;;
2022-07-28;14:21:30;23,581;;;;
2022-07-28;14:21:40;23,677;;;;
2022-07-28;14:21:50;23,484;;;;
2022-07-28;14:22:00;23,388;;;;
2022-07-28;14:22:10;23,581;;;;
2022-07-28;14:22:20;23,773;;;;
2022-07-28;14:22:30;23,581;;;;
2022-07-28;14:22:40;23,292;;;;
2022-07-28;14:22:50;23,196;;;;
2022-07-28;14:23:00;23,196;;;;
2022-07-28;14:23:10;23,484;;;;
2022-07-28;14:23:20;23,484;;;;
2022-07-28;14:23:30;23,484;;;;
2022-07-28;14:23:40;23,484;;;;
2022-07-28;14:23:50;23,581;;;;
2022-07-28;14:24:00;23,677;;;;
2022-07-28;14:24:10;23,581;;;;
2022-07-28;14:24:20;23,581;;;;
2022-07-28;14:24:30;23,581;;;;
2022-07-28;14:24:40;23,484;;;;
2022-07-28;14:24:50;23,484;;;;
2022-07-28;14:25:00;23,484;;;;
2022-07-28;14:25:10;23,677;;;;
2022-07-28;14:25:20;23,581;;;;
2022-07-28;14:25:30;23,292;;;;
2022-07-28;14:25:40;23,196;;;;
2022-07-28;14:25:50;23,100;;;;
2022-07-28;14:26:00;23,004;;;;
2022-07-28;14:26:10;22,908;;;;
2022-07-28;14:26:20;22,908;;;;
2022-07-28;14:26:30;22,812;;;;
2022-07-28;14:26:40;22,812;;;;
2022-07-28;14:26:50;22,717;;;;
2022-07-28;14:27:00;22,717;;;;
2022-07-28;14:27:10;22,717;;;;
2022-07-28;14:27:20;22,717;;;;
2022-07-28;14:27:30;22,717;;;;
2022-07-28;14:27:40;22,717;;;;
2022-07-28;14:27:50;22,812;;;;
2022-07-28;14:28:00;23,100;;;;
2022-07-28;14:28:10;23,196;;;;
2022-07-28;14:28:20;23,388;;;;
2022-07-28;14:28:30;23,388;;;;
2022-07-28;14:28:40;23,484;;;;
2022-07-28;14:28:50;23,581;;;;
2022-07-28;14:29:00;23,581;;;;
2022-07-28;14:29:10;23,388;;;;
2022-07-28;14:29:20;23,388;;;;
2022-07-28;14:29:30;23,677;;;;
2022-07-28;14:29:40;23,869;;;;
2022-07-28;14:29:50;23,869;;;;
2022-07-28;14:30:00;23,869;;;;
2022-07-28;14:30:10;23,581;;;;
2022-07-28;14:30:20;23,484;;;;
2022-07-28;14:30:30;23,581;;;;
2022-07-28;14:30:40;23,484;;;;
2022-07-28;14:30:50;23,484;;;;
2022-07-28;14:31:00;23,773;;;;
2022-07-28;14:31:10;23,773;;;;
2022-07-28;14:31:20;23,773;;;;
2022-07-28;14:31:30;23,773;;;;
2022-07-28;14:31:40;23,966;;;;
2022-07-28;14:31:50;24,255;;;;
2022-07-28;14:32:00;24,158;;;;
2022-07-28;14:32:10;23,966;;;;
2022-07-28;14:32:20;24,158;;;;
2022-07-28;14:32:30;24,062;;;;
2022-07-28;14:32:40;23,966;;;;
2022-07-28;14:32:50;23,966;;;;
2022-07-28;14:33:00;23,869;;;;
2022-07-28;14:33:10;23,869;;;;
2022-07-28;14:33:20;23,966;;;;
2022-07-28;14:33:30;23,966;;;;
2022-07-28;14:33:40;23,966;;;;
2022-07-28;14:33:50;23,869;;;;
2022-07-28;14:34:00;23,773;;;;
2022-07-28;14:34:10;23,773;;;;
2022-07-28;14:34:20;23,773;;;;
2022-07-28;14:34:30;23,773;;;;
2022-07-28;14:34:40;23,677;;;;
2022-07-28;14:34:50;23,677;;;;
2022-07-28;14:35:00;23,677;;;;
2022-07-28;14:35:10;23,677;;;;
2022-07-28;14:35:20;23,773;;;;
2022-07-28;14:35:30;23,773;;;;
2022-07-28;14:35:40;23,773;;;;
2022-07-28;14:35:50;23,773;;;;
2022-07-28;14:36:00;23,773;;;;
2022-07-28;14:36:10;23,773;;;;
2022-07-28;14:36:20;23,677;;;;
2022-07-28;14:36:30;23,677;;;;
2022-07-28;14:36:40;23,581;;;;
2022-07-28;14:36:50;23,581;;;;
2022-07-28;14:37:00;23,581;;;;
2022-07-28;14:37:10;23,581;;;;
2022-07-28;14:37:20;23,388;;;;
2022-07-28;14:37:30;23,388;;;;
2022-07-28;14:37:40;23,388;;;;
2022-07-28;14:37:50;23,484;;;;
2022-07-28;14:38:00;23,581;;;;
2022-07-28;14:38:10;23,581;;;;
2022-07-28;14:38:20;23,581;;;;
2022-07-28;14:38:30;23,484;;;;
2022-07-28;14:38:40;23,484;;;;
2022-07-28;14:38:50;23,484;;;;
2022-07-28;14:39:00;23,484;;;;
2022-07-28;14:39:10;23,388;;;;
2022-07-28;14:39:20;23,484;;;;
2022-07-28;14:39:30;23,388;;;;
2022-07-28;14:39:40;23,388;;;;
2022-07-28;14:39:50;23,388;;;;
2022-07-28;14:40:00;23,484;;;;
2022-07-28;14:40:10;23,484;;;;
2022-07-28;14:40:20;23,484;;;;
2022-07-28;14:40:30;23,484;;;;
2022-07-28;14:40:40;23,484;;;;
2022-07-28;14:40:50;23,484;;;;
2022-07-28;14:41:00;23,581;;;;
2022-07-28;14:41:10;23,581;;;;
2022-07-28;14:41:20;23,484;;;;
2022-07-28;14:41:30;23,292;;;;
2022-07-28;14:41:40;23,196;;;;
2022-07-28;14:41:50;23,292;;;;
2022-07-28;14:42:00;23,100;;;;
2022-07-28;14:42:10;23,004;;;;
2022-07-28;14:42:20;22,908;;;;
2022-07-28;14:42:30;22,908;;;;
2022-07-28;14:42:40;22,908;;;;
2022-07-28;14:42:50;22,812;;;;
2022-07-28;14:43:00;22,812;;;;
2022-07-28;14:43:10;22,908;;;;
2022-07-28;14:43:20;22,812;;;;
2022-07-28;14:43:30;22,812;;;;
2022-07-28;14:43:40;22,812;;;;
2022-07-28;14:43:50;22,717;;;;
2022-07-28;14:44:00;22,908;;;;
2022-07-28;14:44:10;22,908;;;;
2022-07-28;14:44:20;23,004;;;;
2022-07-28;14:44:30;23,100;;;;
2022-07-28;14:44:40;23,292;;;;
2022-07-28;14:44:50;23,388;;;;
2022-07-28;14:45:00;23,388;;;;
2022-07-28;14:45:10;23,292;;;;
2022-07-28;14:45:20;23,388;;;;
2022-07-28;14:45:30;23,388;;;;
2022-07-28;14:45:40;23,388;;;;
2022-07-28;14:45:50;23,388;;;;
2022-07-28;14:46:00;23,388;;;;
2022-07-28;14:46:10;23,388;;;;
2022-07-28;14:46:20;23,484;;;;
2022-07-28;14:46:30;23,484;;;;
2022-07-28;14:46:40;23,484;;;;
2022-07-28;14:46:50;23,484;;;;
2022-07-28;14:47:00;23,581;;;;
2022-07-28;14:47:10;23,484;;;;
2022-07-28;14:47:20;23,581;;;;
2022-07-28;14:47:30;23,581;;;;
2022-07-28;14:47:40;23,581;;;;
2022-07-28;14:47:50;23,388;;;;
2022-07-28;14:48:00;23,484;;;;
2022-07-28;14:48:10;23,484;;;;
2022-07-28;14:48:20;23,484;;;;
2022-07-28;14:48:30;23,484;;;;
2022-07-28;14:48:40;23,484;;;;
2022-07-28;14:48:50;23,388;;;;
2022-07-28;14:49:00;23,484;;;;
2022-07-28;14:49:10;23,388;;;;
2022-07-28;14:49:20;23,677;;;;
2022-07-28;14:49:30;23,677;;;;
2022-07-28;14:49:40;23,581;;;;
2022-07-28;14:49:50;23,484;;;;
2022-07-28;14:50:00;23,388;;;;
2022-07-28;14:50:10;23,388;;;;
2022-07-28;14:50:20;23,388;;;;
2022-07-28;14:50:30;23,388;;;;
2022-07-28;14:50:40;23,388;;;;
2022-07-28;14:50:50;23,484;;;;
2022-07-28;14:51:00;23,484;;;;
2022-07-28;14:51:10;23,388;;;;
2022-07-28;14:51:20;23,581;;;;
2022-07-28;14:51:30;23,581;;;;
2022-07-28;14:51:40;23,484;;;;
2022-07-28;14:51:50;23,581;;;;
2022-07-28;14:52:00;23,581;;;;
2022-07-28;14:52:10;23,484;;;;
2022-07-28;14:52:20;23,581;;;;
2022-07-28;14:52:30;23,581;;;;
2022-07-28;14:52:40;23,581;;;;
2022-07-28;14:52:50;23,581;;;;
2022-07-28;14:53:00;23,581;;;;
2022-07-28;14:53:10;23,581;;;;
2022-07-28;14:53:20;23,773;;;;
2022-07-28;14:53:30;23,677;;;;
2022-07-28;14:53:40;23,677;;;;
2022-07-28;14:53:50;23,773;;;;
2022-07-28;14:54:00;23,773;;;;
2022-07-28;14:54:10;23,869;;;;
2022-07-28;14:54:20;23,773;;;;
2022-07-28;14:54:30;23,581;;;;
2022-07-28;14:54:40;23,581;;;;
2022-07-28;14:54:50;23,677;;;;
2022-07-28;14:55:00;23,773;;;;
2022-07-28;14:55:10;23,677;;;;
2022-07-28;14:55:20;23,677;;;;
2022-07-28;14:55:30;23,677;;;;
2022-07-28;14:55:40;23,677;;;;
2022-07-28;14:55:50;23,677;;;;
2022-07-28;14:56:00;23,581;;;;
2022-07-28;14:56:10;23,581;;;;
2022-07-28;14:56:20;23,581;;;;
2022-07-28;14:56:30;23,581;;;;
2022-07-28;14:56:40;23,677;;;;
2022-07-28;14:56:50;23,581;;;;
2022-07-28;14:57:00;23,677;;;;
2022-07-28;14:57:10;23,581;;;;
2022-07-28;14:57:20;23,581;;;;
2022-07-28;14:57:30;23,484;;;;
2022-07-28;14:57:40;23,388;;;;
2022-07-28;14:57:50;23,484;;;;
2022-07-28;14:58:00;23,484;;;;
2022-07-28;14:58:10;23,484;;;;
2022-07-28;14:58:20;23,484;;;;
2022-07-28;14:58:30;23,484;;;;
2022-07-28;14:58:40;23,484;;;;
2022-07-28;14:58:50;23,484;;;;
2022-07-28;14:59:00;23,484;;;;
2022-07-28;14:59:10;23,484;;;;
2022-07-28;14:59:20;23,484;;;;
2022-07-28;14:59:30;23,484;;;;
2022-07-28;14:59:40;23,388;;;;
2022-07-28;14:59:50;23,388;;;;
2022-07-28;15:00:00;23,581;;;;
2022-07-28;15:00:10;23,677;;;;
2022-07-28;15:00:20;23,869;;;;
2022-07-28;15:00:30;23,966;;;;
2022-07-28;15:00:40;24,158;;;;
2022-07-28;15:00:50;24,158;;;;
2022-07-28;15:01:00;24,062;;;;
2022-07-28;15:01:10;23,966;;;;
2022-07-28;15:01:20;23,966;;;;
2022-07-28;15:01:30;23,966;;;;
2022-07-28;15:01:40;23,966;;;;
2022-07-28;15:01:50;23,966;;;;
2022-07-28;15:02:00;23,966;;;;
2022-07-28;15:02:10;24,062;;;;
2022-07-28;15:02:20;24,062;;;;
2022-07-28;15:02:30;24,062;;;;
2022-07-28;15:02:40;24,062;;;;
2022-07-28;15:02:50;24,158;;;;
2022-07-28;15:03:00;24,062;;;;
2022-07-28;15:03:10;24,062;;;;
2022-07-28;15:03:20;24,062;;;;
2022-07-28;15:03:30;24,062;;;;
2022-07-28;15:03:40;24,062;;;;
2022-07-28;15:03:50;24,062;;;;
2022-07-28;15:04:00;24,158;;;;
2022-07-28;15:04:10;24,158;;;;
2022-07-28;15:04:20;24,158;;;;
2022-07-28;15:04:30;24,158;;;;
2022-07-28;15:04:40;24,158;;;;
2022-07-28;15:04:50;24,158;;;;
2022-07-28;15:05:00;24,255;;;;
2022-07-28;15:05:10;24,255;;;;
2022-07-28;15:05:20;24,158;;;;
2022-07-28;15:05:30;24,255;;;;
2022-07-28;15:05:40;24,158;;;;
2022-07-28;15:05:50;24,158;;;;
2022-07-28;15:06:00;24,158;;;;
2022-07-28;15:06:10;24,158;;;;
2022-07-28;15:06:20;24,158;;;;
2022-07-28;15:06:30;24,158;;;;
2022-07-28;15:06:40;24,158;;;;
2022-07-28;15:06:50;24,158;;;;
2022-07-28;15:07:00;24,062;;;;
2022-07-28;15:07:10;23,966;;;;
2022-07-28;15:07:20;23,966;;;;
2022-07-28;15:07:30;24,062;;;;
2022-07-28;15:07:40;24,062;;;;
2022-07-28;15:07:50;24,255;;;;
2022-07-28;15:08:00;24,351;;;;
2022-07-28;15:08:10;24,448;;;;
2022-07-28;15:08:20;24,448;;;;
2022-07-28;15:08:30;24,351;;;;
2022-07-28;15:08:40;24,351;;;;
2022-07-28;15:08:50;24,351;;;;
2022-07-28;15:09:00;24,351;;;;
2022-07-28;15:09:10;24,158;;;;
2022-07-28;15:09:20;24,158;;;;
2022-07-28;15:09:30;24,062;;;;
2022-07-28;15:09:40;24,158;;;;
2022-07-28;15:09:50;24,158;;;;
2022-07-28;15:10:00;24,158;;;;
2022-07-28;15:10:10;24,062;;;;
2022-07-28;15:10:20;23,966;;;;
2022-07-28;15:10:30;23,966;;;;
2022-07-28;15:10:40;23,966;;;;
2022-07-28;15:10:50;23,869;;;;
2022-07-28;15:11:00;23,869;;;;
2022-07-28;15:11:10;23,966;;;;
2022-07-28;15:11:20;23,966;;;;
2022-07-28;15:11:30;23,966;;;;
2022-07-28;15:11:40;24,062;;;;
2022-07-28;15:11:50;24,062;;;;
2022-07-28;15:12:00;24,062;;;;
2022-07-28;15:12:10;24,158;;;;
2022-07-28;15:12:20;24,062;;;;
2022-07-28;15:12:30;24,062;;;;
2022-07-28;15:12:40;24,158;;;;
2022-07-28;15:12:50;24,158;;;;
2022-07-28;15:13:00;24,062;;;;
2022-07-28;15:13:10;24,062;;;;
2022-07-28;15:13:20;24,062;;;;
2022-07-28;15:13:30;24,062;;;;
2022-07-28;15:13:40;24,062;;;;
2022-07-28;15:13:50;24,158;;;;
2022-07-28;15:14:00;24,158;;;;
2022-07-28;15:14:10;24,062;;;;
2022-07-28;15:14:20;24,062;;;;
2022-07-28;15:14:30;24,062;;;;
2022-07-28;15:14:40;24,062;;;;
2022-07-28;15:14:50;23,966;;;;
2022-07-28;15:15:00;23,869;;;;
2022-07-28;15:15:10;23,869;;;;
2022-07-28;15:15:20;23,966;;;;
2022-07-28;15:15:30;24,255;;;;
2022-07-28;15:15:40;24,448;;;;
2022-07-28;15:15:50;24,641;;;;
2022-07-28;15:16:00;24,641;;;;
2022-07-28;15:16:10;24,641;;;;
2022-07-28;15:16:20;24,448;;;;
2022-07-28;15:16:30;24,351;;;;
2022-07-28;15:16:40;24,255;;;;
2022-07-28;15:16:50;24,255;;;;
2022-07-28;15:17:00;24,448;;;;
2022-07-28;15:17:10;24,255;;;;
2022-07-28;15:17:20;24,351;;;;
2022-07-28;15:17:30;24,448;;;;
2022-07-28;15:17:40;24,351;;;;
2022-07-28;15:17:50;24,255;;;;
2022-07-28;15:18:00;24,158;;;;
2022-07-28;15:18:10;24,158;;;;
2022-07-28;15:18:20;24,158;;;;
2022-07-28;15:18:30;24,062;;;;
2022-07-28;15:18:40;24,062;;;;
2022-07-28;15:18:50;24,062;;;;
2022-07-28;15:19:00;24,062;;;;
2022-07-28;15:19:10;24,158;;;;
2022-07-28;15:19:20;24,158;;;;
2022-07-28;15:19:30;24,545;;;;
2022-07-28;15:19:40;24,835;;;;
2022-07-28;15:19:50;24,835;;;;
2022-07-28;15:20:00;24,641;;;;
2022-07-28;15:20:10;24,641;;;;
2022-07-28;15:20:20;24,448;;;;
2022-07-28;15:20:30;24,545;;;;
2022-07-28;15:20:40;24,738;;;;
2022-07-28;15:20:50;24,545;;;;
2022-07-28;15:21:00;24,448;;;;
2022-07-28;15:21:10;24,641;;;;
2022-07-28;15:21:20;24,835;;;;
2022-07-28;15:21:30;24,738;;;;
2022-07-28;15:21:40;24,641;;;;
2022-07-28;15:21:50;24,641;;;;
2022-07-28;15:22:00;24,641;;;;
2022-07-28;15:22:10;24,545;;;;
2022-07-28;15:22:20;24,641;;;;
2022-07-28;15:22:30;24,545;;;;
2022-07-28;15:22:40;24,545;;;;
2022-07-28;15:22:50;24,448;;;;
2022-07-28;15:23:00;24,351;;;;
2022-07-28;15:23:10;24,351;;;;
2022-07-28;15:23:20;24,255;;;;
2022-07-28;15:23:30;24,158;;;;
2022-07-28;15:23:40;24,158;;;;
2022-07-28;15:23:50;24,158;;;;
2022-07-28;15:24:00;24,158;;;;
2022-07-28;15:24:10;24,062;;;;
2022-07-28;15:24:20;24,062;;;;
2022-07-28;15:24:30;24,062;;;;
2022-07-28;15:24:40;24,062;;;;
2022-07-28;15:24:50;24,062;;;;
2022-07-28;15:25:00;24,062;;;;
2022-07-28;15:25:10;24,158;;;;
2022-07-28;15:25:20;24,158;;;;
2022-07-28;15:25:30;24,158;;;;
2022-07-28;15:25:40;24,062;;;;
2022-07-28;15:25:50;23,966;;;;
2022-07-28;15:26:00;23,869;;;;
2022-07-28;15:26:10;23,869;;;;
2022-07-28;15:26:20;23,869;;;;
2022-07-28;15:26:30;23,773;;;;
2022-07-28;15:26:40;23,773;;;;
2022-07-28;15:26:50;23,869;;;;
2022-07-28;15:27:00;23,966;;;;
2022-07-28;15:27:10;24,062;;;;
2022-07-28;15:27:20;24,062;;;;
2022-07-28;15:27:30;24,062;;;;
2022-07-28;15:27:40;24,158;;;;
2022-07-28;15:27:50;23,966;;;;
2022-07-28;15:28:00;24,158;;;;
2022-07-28;15:28:10;24,158;;;;
2022-07-28;15:28:20;24,158;;;;
2022-07-28;15:28:30;24,158;;;;
2022-07-28;15:28:40;24,158;;;;
2022-07-28;15:28:50;24,255;;;;
2022-07-28;15:29:00;24,255;;;;
2022-07-28;15:29:10;24,255;;;;
2022-07-28;15:29:20;24,255;;;;
2022-07-28;15:29:30;24,255;;;;
2022-07-28;15:29:40;24,255;;;;
2022-07-28;15:29:50;24,351;;;;
2022-07-28;15:30:00;24,351;;;;
2022-07-28;15:30:10;24,351;;;;
2022-07-28;15:30:20;24,351;;;;
2022-07-28;15:30:30;24,351;;;;
2022-07-28;15:30:40;24,351;;;;
2022-07-28;15:30:50;24,351;;;;
2022-07-28;15:31:00;24,351;;;;
2022-07-28;15:31:10;24,351;;;;
2022-07-28;15:31:20;24,351;;;;
2022-07-28;15:31:30;24,351;;;;
2022-07-28;15:31:40;24,448;;;;
2022-07-28;15:31:50;24,351;;;;
2022-07-28;15:32:00;24,255;;;;
2022-07-28;15:32:10;24,255;;;;
2022-07-28;15:32:20;24,158;;;;
2022-07-28;15:32:30;24,158;;;;
2022-07-28;15:32:40;24,158;;;;
2022-07-28;15:32:50;24,062;;;;
2022-07-28;15:33:00;24,062;;;;
2022-07-28;15:33:10;24,062;;;;
2022-07-28;15:33:20;24,062;;;;
2022-07-28;15:33:30;24,062;;;;
2022-07-28;15:33:40;24,158;;;;
2022-07-28;15:33:50;24,062;;;;
2022-07-28;15:34:00;24,062;;;;
2022-07-28;15:34:10;24,158;;;;
2022-07-28;15:34:20;24,158;;;;
2022-07-28;15:34:30;24,062;;;;
2022-07-28;15:34:40;24,062;;;;
