"Titre de tracé : 20347223"
"Date";"Heure, GMT+02:00";"Temp., °C (LGR S/N: 20347223, SEN S/N: 20347223)";"Coupleur attaché (LGR S/N: 20347223)";"Hôte connecté (LGR S/N: 20347223)";"Arrêté (LGR S/N: 20347223)";"Fin de fichier (LGR S/N: 20347223)"
2022-07-28;15:34:50;24,158;;;;
2022-07-28;15:35:00;24,255;;;;
2022-07-28;15:35:10;24,448;;;;
2022-07-28;15:35:20;24,158;;;;
2022-07-28;15:35:30;23,966;;;;
2022-07-28;15:35:40;23,869;;;;
2022-07-28;15:35:50;23,869;;;;
2022-07-28;15:36:00;24,062;;;;
2022-07-28;15:36:10;24,351;;;;
2022-07-28;15:36:20;24,351;;;;
2022-07-28;15:36:30;24,255;;;;
2022-07-28;15:36:40;24,255;;;;
2022-07-28;15:36:50;24,158;;;;
2022-07-28;15:37:00;24,062;;;;
2022-07-28;15:37:10;23,966;;;;
2022-07-28;15:37:20;23,966;;;;
2022-07-28;15:37:30;23,869;;;;
2022-07-28;15:37:40;23,869;;;;
2022-07-28;15:37:50;23,869;;;;
2022-07-28;15:38:00;23,869;;;;
2022-07-28;15:38:10;23,773;;;;
2022-07-28;15:38:20;23,869;;;;
2022-07-28;15:38:30;23,869;;;;
2022-07-28;15:38:40;23,869;;;;
2022-07-28;15:38:50;23,966;;;;
2022-07-28;15:39:00;23,966;;;;
2022-07-28;15:39:10;23,966;;;;
2022-07-28;15:39:20;23,966;;;;
2022-07-28;15:39:30;23,966;;;;
2022-07-28;15:39:40;24,062;;;;
2022-07-28;15:39:50;24,062;;;;
2022-07-28;15:40:00;24,158;;;;
2022-07-28;15:40:10;24,158;;;;
2022-07-28;15:40:20;24,351;;;;
2022-07-28;15:40:30;24,255;;;;
2022-07-28;15:40:40;24,158;;;;
2022-07-28;15:40:50;24,062;;;;
2022-07-28;15:41:00;24,255;;;;
2022-07-28;15:41:10;24,545;;;;
2022-07-28;15:41:20;24,351;;;;
2022-07-28;15:41:30;24,255;;;;
2022-07-28;15:41:40;24,158;;;;
2022-07-28;15:41:50;24,641;;;;
2022-07-28;15:42:00;24,448;;;;
2022-07-28;15:42:10;24,545;;;;
2022-07-28;15:42:20;24,641;;;;
2022-07-28;15:42:30;24,641;;;;
2022-07-28;15:42:40;24,641;;;;
2022-07-28;15:42:50;24,641;;;;
2022-07-28;15:43:00;24,545;;;;
2022-07-28;15:43:10;24,545;;;;
2022-07-28;15:43:20;24,931;;;;
2022-07-28;15:43:30;25,222;;;;
2022-07-28;15:43:40;24,931;;;;
2022-07-28;15:43:50;24,738;;;;
2022-07-28;15:44:00;24,738;;;;
2022-07-28;15:44:10;24,835;;;;
2022-07-28;15:44:20;24,545;;;;
2022-07-28;15:44:30;24,351;;;;
2022-07-28;15:44:40;24,448;;;;
2022-07-28;15:44:50;24,351;;;;
2022-07-28;15:45:00;24,545;;;;
2022-07-28;15:45:10;24,738;;;;
2022-07-28;15:45:20;24,641;;;;
2022-07-28;15:45:30;24,545;;;;
2022-07-28;15:45:40;24,448;;;;
2022-07-28;15:45:50;24,448;;;;
2022-07-28;15:46:00;24,545;;;;
2022-07-28;15:46:10;24,448;;;;
2022-07-28;15:46:20;24,448;;;;
2022-07-28;15:46:30;24,545;;;;
2022-07-28;15:46:40;24,641;;;;
2022-07-28;15:46:50;24,641;;;;
2022-07-28;15:47:00;24,545;;;;
2022-07-28;15:47:10;24,545;;;;
2022-07-28;15:47:20;24,641;;;;
2022-07-28;15:47:30;24,641;;;;
2022-07-28;15:47:40;24,641;;;;
2022-07-28;15:47:50;24,641;;;;
2022-07-28;15:48:00;24,545;;;;
2022-07-28;15:48:10;24,641;;;;
2022-07-28;15:48:20;24,641;;;;
2022-07-28;15:48:30;24,641;;;;
2022-07-28;15:48:40;24,641;;;;
2022-07-28;15:48:50;24,545;;;;
2022-07-28;15:49:00;24,545;;;;
2022-07-28;15:49:10;24,448;;;;
2022-07-28;15:49:20;24,448;;;;
2022-07-28;15:49:30;24,448;;;;
2022-07-28;15:49:40;24,351;;;;
2022-07-28;15:49:50;24,351;;;;
2022-07-28;15:50:00;24,255;;;;
2022-07-28;15:50:10;24,255;;;;
2022-07-28;15:50:20;24,158;;;;
2022-07-28;15:50:30;24,158;;;;
2022-07-28;15:50:40;24,158;;;;
2022-07-28;15:50:50;24,062;;;;
2022-07-28;15:51:00;24,062;;;;
2022-07-28;15:51:10;24,062;;;;
2022-07-28;15:51:20;24,062;;;;
2022-07-28;15:51:30;23,966;;;;
2022-07-28;15:51:40;23,966;;;;
2022-07-28;15:51:50;23,966;;;;
2022-07-28;15:52:00;23,869;;;;
2022-07-28;15:52:10;23,869;;;;
2022-07-28;15:52:20;23,869;;;;
2022-07-28;15:52:30;23,773;;;;
2022-07-28;15:52:40;23,773;;;;
2022-07-28;15:52:50;23,677;;;;
2022-07-28;15:53:00;23,773;;;;
2022-07-28;15:53:10;23,869;;;;
2022-07-28;15:53:20;23,966;;;;
2022-07-28;15:53:30;23,966;;;;
2022-07-28;15:53:40;23,773;;;;
2022-07-28;15:53:50;23,677;;;;
2022-07-28;15:54:00;23,581;;;;
2022-07-28;15:54:10;23,581;;;;
2022-07-28;15:54:20;23,484;;;;
2022-07-28;15:54:30;23,484;;;;
2022-07-28;15:54:40;23,484;;;;
2022-07-28;15:54:50;23,484;;;;
2022-07-28;15:55:00;23,581;;;;
2022-07-28;15:55:10;23,581;;;;
2022-07-28;15:55:20;23,581;;;;
2022-07-28;15:55:30;23,581;;;;
2022-07-28;15:55:40;23,581;;;;
2022-07-28;15:55:50;23,677;;;;
2022-07-28;15:56:00;23,677;;;;
2022-07-28;15:56:10;23,677;;;;
2022-07-28;15:56:20;23,677;;;;
2022-07-28;15:56:30;23,677;;;;
2022-07-28;15:56:40;23,677;;;;
2022-07-28;15:56:50;23,677;;;;
2022-07-28;15:57:00;23,677;;;;
2022-07-28;15:57:10;23,869;;;;
2022-07-28;15:57:20;23,869;;;;
2022-07-28;15:57:30;24,448;;;;
2022-07-28;15:57:40;24,545;;;;
2022-07-28;15:57:50;24,545;;;;
2022-07-28;15:58:00;24,641;;;;
2022-07-28;15:58:10;24,641;;;;
2022-07-28;15:58:20;24,931;;;;
2022-07-28;15:58:30;25,319;;;;
2022-07-28;15:58:40;25,902;;;;
2022-07-28;15:58:50;26,292;;;;
2022-07-28;15:59:00;26,683;;;;
2022-07-28;15:59:10;26,683;;;;
2022-07-28;15:59:20;26,585;;;;
2022-07-28;15:59:30;26,585;;;;
2022-07-28;15:59:40;26,781;;;;
2022-07-28;15:59:50;27,370;;;;
2022-07-28;16:00:00;27,764;;;;
2022-07-28;16:00:10;27,567;;;;
2022-07-28;16:00:20;27,272;;;;
2022-07-28;16:00:30;27,173;;;;
2022-07-28;16:00:40;27,173;;;;
2022-07-28;16:00:50;27,173;;;;
2022-07-28;16:01:00;27,173;;;;
2022-07-28;16:01:10;27,272;;;;
2022-07-28;16:01:20;27,370;;;;
2022-07-28;16:01:30;27,370;;;;
2022-07-28;16:01:40;27,468;;;;
2022-07-28;16:01:50;27,567;;;;
2022-07-28;16:02:00;27,665;;;;
2022-07-28;16:02:10;27,665;;;;
2022-07-28;16:02:20;27,764;;;;
2022-07-28;16:02:30;27,862;;;;
2022-07-28;16:02:40;27,862;;;;
2022-07-28;16:02:50;27,961;;;;
2022-07-28;16:03:00;27,961;;;;
2022-07-28;16:03:10;28,060;;;;
2022-07-28;16:03:20;28,060;;;;
2022-07-28;16:03:30;28,159;;;;
2022-07-28;16:03:40;28,159;;;;
2022-07-28;16:03:50;28,258;;;;
2022-07-28;16:04:00;28,258;;;;
2022-07-28;16:04:10;28,357;;;;
2022-07-28;16:04:20;28,357;;;;
2022-07-28;16:04:30;28,456;;;;
2022-07-28;16:04:40;28,456;;;;
2022-07-28;16:04:50;28,555;;;;
2022-07-28;16:05:00;28,555;;;;
2022-07-28;16:05:10;28,655;;;;
2022-07-28;16:05:20;28,655;;;;
2022-07-28;16:05:30;28,754;;;;
2022-07-28;16:05:40;28,754;;;;
2022-07-28;16:05:50;28,853;;;;
2022-07-28;16:06:00;28,853;;;;
2022-07-28;16:06:10;28,953;;;;
2022-07-28;16:06:20;28,953;;;;
2022-07-28;16:06:30;29,053;;;;
2022-07-28;16:06:40;29,053;;;;
2022-07-28;16:06:50;29,053;;;;
2022-07-28;16:07:00;29,152;;;;
2022-07-28;16:07:10;29,152;;;;
2022-07-28;16:07:20;29,252;;;;
2022-07-28;16:07:30;29,252;;;;
2022-07-28;16:07:40;29,352;;;;
2022-07-28;16:07:50;29,352;;;;
2022-07-28;16:08:00;29,352;;;;
2022-07-28;16:08:10;29,452;;;;
2022-07-28;16:08:20;29,452;;;;
2022-07-28;16:08:30;29,552;;;;
2022-07-28;16:08:40;29,552;;;;
2022-07-28;16:08:50;29,552;;;;
2022-07-28;16:09:00;29,652;;;;
2022-07-28;16:09:10;29,652;;;;
2022-07-28;16:09:20;29,752;;;;
2022-07-28;16:09:30;29,752;;;;
2022-07-28;16:09:40;29,752;;;;
2022-07-28;16:09:50;29,853;;;;
2022-07-28;16:10:00;29,853;;;;
2022-07-28;16:10:10;29,853;;;;
2022-07-28;16:10:20;29,953;;;;
2022-07-28;16:10:30;29,953;;;;
2022-07-28;16:10:40;29,953;;;;
2022-07-28;16:10:50;30,054;;;;
2022-07-28;16:11:00;30,054;;;;
2022-07-28;16:11:10;30,054;;;;
2022-07-28;16:11:20;30,054;;;;
2022-07-28;16:11:30;30,154;;;;
2022-07-28;16:11:40;30,154;;;;
2022-07-28;16:11:50;30,154;;;;
2022-07-28;16:12:00;30,255;;;;
2022-07-28;16:12:10;30,255;;;;
2022-07-28;16:12:20;30,255;;;;
2022-07-28;16:12:30;30,356;;;;
2022-07-28;16:12:40;30,356;;;;
2022-07-28;16:12:50;30,356;;;;
2022-07-28;16:13:00;30,457;;;;
2022-07-28;16:13:10;30,457;;;;
2022-07-28;16:13:20;30,457;;;;
2022-07-28;16:13:30;30,457;;;;
2022-07-28;16:13:40;30,457;;;;
2022-07-28;16:13:50;30,558;;;;
2022-07-28;16:14:00;30,558;;;;
2022-07-28;16:14:10;30,558;;;;
2022-07-28;16:14:20;30,558;;;;
2022-07-28;16:14:30;30,659;;;;
2022-07-28;16:14:40;30,659;;;;
2022-07-28;16:14:50;30,659;;;;
2022-07-28;16:15:00;30,659;;;;
2022-07-28;16:15:10;30,659;;;;
2022-07-28;16:15:20;30,760;;;;
2022-07-28;16:15:30;30,659;;;;
2022-07-28;16:15:40;30,760;;;;
2022-07-28;16:15:50;30,760;;;;
2022-07-28;16:16:00;30,760;;;;
2022-07-28;16:16:10;30,760;;;;
2022-07-28;16:16:20;30,760;;;;
2022-07-28;16:16:30;30,760;;;;
2022-07-28;16:16:40;30,760;;;;
2022-07-28;16:16:50;30,862;;;;
2022-07-28;16:17:00;30,862;;;;
2022-07-28;16:17:10;30,862;;;;
2022-07-28;16:17:20;30,862;;;;
2022-07-28;16:17:30;30,862;;;;
2022-07-28;16:17:40;30,862;;;;
2022-07-28;16:17:50;30,862;;;;
2022-07-28;16:18:00;30,862;;;;
2022-07-28;16:18:10;30,963;;;;
2022-07-28;16:18:20;30,963;;;;
2022-07-28;16:18:30;30,963;;;;
2022-07-28;16:18:40;30,963;;;;
2022-07-28;16:18:50;30,963;;;;
2022-07-28;16:19:00;30,963;;;;
2022-07-28;16:19:10;30,963;;;;
2022-07-28;16:19:20;30,963;;;;
2022-07-28;16:19:30;30,963;;;;
2022-07-28;16:19:40;30,963;;;;
2022-07-28;16:19:50;31,064;;;;
2022-07-28;16:20:00;31,064;;;;
2022-07-28;16:20:10;31,064;;;;
2022-07-28;16:20:20;31,064;;;;
2022-07-28;16:20:30;31,064;;;;
2022-07-28;16:20:40;31,064;;;;
2022-07-28;16:20:50;31,064;;;;
2022-07-28;16:21:00;31,064;;;;
2022-07-28;16:21:10;31,064;;;;
2022-07-28;16:21:20;31,064;;;;
2022-07-28;16:21:30;31,064;;;;
2022-07-28;16:21:40;31,064;;;;
2022-07-28;16:21:50;31,166;;;;
2022-07-28;16:22:00;31,166;;;;
2022-07-28;16:22:10;31,166;;;;
2022-07-28;16:22:20;31,166;;;;
2022-07-28;16:22:30;31,166;;;;
2022-07-28;16:22:40;31,166;;;;
2022-07-28;16:22:50;31,166;;;;
2022-07-28;16:23:00;31,166;;;;
2022-07-28;16:23:10;31,166;;;;
2022-07-28;16:23:20;31,268;;;;
2022-07-28;16:23:30;31,268;;;;
2022-07-28;16:23:40;31,268;;;;
2022-07-28;16:23:50;31,268;;;;
2022-07-28;16:24:00;31,268;;;;
2022-07-28;16:24:10;31,268;;;;
2022-07-28;16:24:20;31,268;;;;
2022-07-28;16:24:30;31,268;;;;
2022-07-28;16:24:40;31,268;;;;
2022-07-28;16:24:50;31,268;;;;
2022-07-28;16:25:00;31,268;;;;
2022-07-28;16:25:10;31,268;;;;
2022-07-28;16:25:20;31,268;;;;
2022-07-28;16:25:30;31,370;;;;
2022-07-28;16:25:40;31,370;;;;
2022-07-28;16:25:50;31,370;;;;
2022-07-28;16:26:00;31,370;;;;
2022-07-28;16:26:10;31,370;;;;
2022-07-28;16:26:20;31,370;;;;
2022-07-28;16:26:30;31,370;;;;
2022-07-28;16:26:40;31,472;;;;
2022-07-28;16:26:50;31,472;;;;
2022-07-28;16:27:00;31,472;;;;
2022-07-28;16:27:10;31,472;;;;
2022-07-28;16:27:20;31,472;;;;
2022-07-28;16:27:30;31,472;;;;
2022-07-28;16:27:40;31,472;;;;
2022-07-28;16:27:50;31,472;;;;
2022-07-28;16:28:00;31,472;;;;
2022-07-28;16:28:10;31,472;;;;
2022-07-28;16:28:20;31,472;;;;
2022-07-28;16:28:30;31,574;;;;
2022-07-28;16:28:40;31,574;;;;
2022-07-28;16:28:50;31,574;;;;
2022-07-28;16:29:00;31,574;;;;
2022-07-28;16:29:10;31,574;;;;
2022-07-28;16:29:20;31,574;;;;
2022-07-28;16:29:30;31,574;;;;
2022-07-28;16:29:40;31,574;;;;
2022-07-28;16:29:50;31,574;;;;
2022-07-28;16:30:00;31,574;;;;
2022-07-28;16:30:10;31,574;;;;
2022-07-28;16:30:20;31,574;;;;
2022-07-28;16:30:30;31,676;;;;
2022-07-28;16:30:40;31,676;;;;
2022-07-28;16:30:50;31,676;;;;
2022-07-28;16:31:00;31,676;;;;
2022-07-28;16:31:10;31,676;;;;
2022-07-28;16:31:20;31,676;;;;
2022-07-28;16:31:30;31,676;;;;
2022-07-28;16:31:40;31,676;;;;
2022-07-28;16:31:50;31,676;;;;
2022-07-28;16:32:00;31,676;;;;
2022-07-28;16:32:10;31,676;;;;
2022-07-28;16:32:20;31,676;;;;
2022-07-28;16:32:30;31,676;;;;
2022-07-28;16:32:40;31,676;;;;
2022-07-28;16:32:50;31,676;;;;
2022-07-28;16:33:00;31,676;;;;
2022-07-28;16:33:10;31,676;;;;
2022-07-28;16:33:20;31,676;;;;
2022-07-28;16:33:30;31,778;;;;
2022-07-28;16:33:40;31,778;;;;
2022-07-28;16:33:50;31,778;;;;
2022-07-28;16:34:00;31,778;;;;
2022-07-28;16:34:10;31,778;;;;
2022-07-28;16:34:20;31,778;;;;
2022-07-28;16:34:30;31,778;;;;
2022-07-28;16:34:40;31,778;;;;
2022-07-28;16:34:50;31,778;;;;
2022-07-28;16:35:00;31,778;;;;
2022-07-28;16:35:10;31,778;;;;
2022-07-28;16:35:20;31,778;;;;
2022-07-28;16:35:30;31,778;;;;
2022-07-28;16:35:40;31,778;;;;
2022-07-28;16:35:50;31,778;;;;
2022-07-28;16:36:00;31,778;;;;
2022-07-28;16:36:10;31,778;;;;
2022-07-28;16:36:20;31,778;;;;
2022-07-28;16:36:30;31,778;;;;
2022-07-28;16:36:40;31,880;;;;
2022-07-28;16:36:50;31,880;;;;
2022-07-28;16:37:00;31,778;;;;
2022-07-28;16:37:10;31,880;;;;
2022-07-28;16:37:20;31,880;;;;
2022-07-28;16:37:30;31,880;;;;
2022-07-28;16:37:40;31,880;;;;
2022-07-28;16:37:50;31,880;;;;
2022-07-28;16:38:00;31,880;;;;
2022-07-28;16:38:10;31,880;;;;
2022-07-28;16:38:20;31,880;;;;
2022-07-28;16:38:30;31,880;;;;
2022-07-28;16:38:40;31,880;;;;
2022-07-28;16:38:50;31,880;;;;
2022-07-28;16:39:00;31,880;;;;
2022-07-28;16:39:10;31,880;;;;
2022-07-28;16:39:20;31,880;;;;
2022-07-28;16:39:30;31,880;;;;
2022-07-28;16:39:40;31,880;;;;
2022-07-28;16:39:50;31,880;;;;
2022-07-28;16:40:00;31,880;;;;
2022-07-28;16:40:10;31,880;;;;
2022-07-28;16:40:20;31,880;;;;
2022-07-28;16:40:30;31,880;;;;
2022-07-28;16:40:40;31,880;;;;
2022-07-28;16:40:50;31,880;;;;
2022-07-28;16:41:00;31,880;;;;
2022-07-28;16:41:10;31,880;;;;
2022-07-28;16:41:20;31,880;;;;
2022-07-28;16:41:30;31,880;;;;
2022-07-28;16:41:40;31,880;;;;
2022-07-28;16:41:50;31,880;;;;
2022-07-28;16:42:00;31,880;;;;
2022-07-28;16:42:10;31,880;;;;
2022-07-28;16:42:20;31,880;;;;
2022-07-28;16:42:30;31,880;;;;
2022-07-28;16:42:40;31,880;;;;
2022-07-28;16:42:50;31,880;;;;
2022-07-28;16:43:00;31,880;;;;
2022-07-28;16:43:10;31,880;;;;
2022-07-28;16:43:20;31,880;;;;
2022-07-28;16:43:30;31,880;;;;
2022-07-28;16:43:40;31,880;;;;
2022-07-28;16:43:50;31,880;;;;
2022-07-28;16:44:00;31,880;;;;
2022-07-28;16:44:10;31,880;;;;
2022-07-28;16:44:20;31,880;;;;
2022-07-28;16:44:30;31,778;;;;
2022-07-28;16:44:40;31,880;;;;
2022-07-28;16:44:50;31,778;;;;
2022-07-28;16:45:00;31,778;;;;
2022-07-28;16:45:10;31,778;;;;
2022-07-28;16:45:20;31,778;;;;
2022-07-28;16:45:30;31,778;;;;
2022-07-28;16:45:40;31,778;;;;
2022-07-28;16:45:50;31,778;;;;
2022-07-28;16:46:00;31,778;;;;
2022-07-28;16:46:10;31,778;;;;
2022-07-28;16:46:20;31,778;;;;
2022-07-28;16:46:30;31,778;;;;
2022-07-28;16:46:40;31,778;;;;
2022-07-28;16:46:50;31,778;;;;
2022-07-28;16:47:00;31,778;;;;
2022-07-28;16:47:10;31,778;;;;
2022-07-28;16:47:20;31,778;;;;
2022-07-28;16:47:30;31,778;;;;
2022-07-28;16:47:40;31,778;;;;
2022-07-28;16:47:50;31,778;;;;
2022-07-28;16:48:00;31,778;;;;
2022-07-28;16:48:10;31,778;;;;
2022-07-28;16:48:20;31,778;;;;
2022-07-28;16:48:30;31,778;;;;
2022-07-28;16:48:40;31,778;;;;
2022-07-28;16:48:50;31,778;;;;
2022-07-28;16:49:00;31,778;;;;
2022-07-28;16:49:10;31,778;;;;
2022-07-28;16:49:20;31,778;;;;
2022-07-28;16:49:30;31,778;;;;
2022-07-28;16:49:40;31,778;;;;
2022-07-28;16:49:50;31,778;;;;
2022-07-28;16:50:00;31,778;;;;
2022-07-28;16:50:10;31,778;;;;
2022-07-28;16:50:20;31,778;;;;
2022-07-28;16:50:30;31,778;;;;
2022-07-28;16:50:40;31,778;;;;
2022-07-28;16:50:50;31,778;;;;
2022-07-28;16:51:00;31,778;;;;
2022-07-28;16:51:10;31,778;;;;
2022-07-28;16:51:20;31,778;;;;
2022-07-28;16:51:30;31,778;;;;
2022-07-28;16:51:40;31,778;;;;
2022-07-28;16:51:50;31,778;;;;
2022-07-28;16:52:00;31,778;;;;
2022-07-28;16:52:10;31,778;;;;
2022-07-28;16:52:20;31,778;;;;
2022-07-28;16:52:30;31,778;;;;
2022-07-28;16:52:40;31,778;;;;
2022-07-28;16:52:50;31,778;;;;
2022-07-28;16:53:00;31,778;;;;
2022-07-28;16:53:10;31,778;;;;
2022-07-28;16:53:20;31,778;;;;
2022-07-28;16:53:30;31,778;;;;
2022-07-28;16:53:40;31,778;;;;
2022-07-28;16:53:50;31,778;;;;
2022-07-28;16:54:00;31,778;;;;
2022-07-28;16:54:10;31,778;;;;
2022-07-28;16:54:20;31,778;;;;
2022-07-28;16:54:30;31,778;;;;
2022-07-28;16:54:40;31,778;;;;
2022-07-28;16:54:50;31,778;;;;
2022-07-28;16:55:00;31,778;;;;
2022-07-28;16:55:10;31,778;;;;
2022-07-28;16:55:20;31,778;;;;
2022-07-28;16:55:30;31,778;;;;
2022-07-28;16:55:40;31,778;;;;
2022-07-28;16:55:50;31,778;;;;
2022-07-28;16:56:00;31,778;;;;
2022-07-28;16:56:10;31,778;;;;
2022-07-28;16:56:20;31,778;;;;
2022-07-28;16:56:30;31,778;;;;
2022-07-28;16:56:40;31,778;;;;
2022-07-28;16:56:50;31,778;;;;
2022-07-28;16:57:00;31,778;;;;
2022-07-28;16:57:10;31,778;;;;
2022-07-28;16:57:20;31,778;;;;
2022-07-28;16:57:30;31,778;;;;
2022-07-28;16:57:40;31,778;;;;
2022-07-28;16:57:50;31,778;;;;
2022-07-28;16:58:00;31,880;;;;
2022-07-28;16:58:10;32,291;;;;
2022-07-28;16:58:20;32,291;;;;
2022-07-28;16:58:30;32,394;;;;
2022-07-28;16:58:40;32,394;;;;
2022-07-28;16:58:50;32,291;;;;
2022-07-28;16:59:00;32,188;;;;
2022-07-28;16:59:10;32,188;;;;
2022-07-28;16:59:20;32,188;;;;
2022-07-28;16:59:30;32,188;;;;
2022-07-28;16:59:40;32,188;;;;
2022-07-28;16:59:50;32,188;;;;
2022-07-28;17:00:00;32,188;;;;
2022-07-28;17:00:10;32,188;;;;
2022-07-28;17:00:20;32,188;;;;
2022-07-28;17:00:30;32,086;;;;
2022-07-28;17:00:40;31,983;;;;
2022-07-28;17:00:50;31,778;;;;
2022-07-28;17:01:00;31,676;;;;
2022-07-28;17:01:10;31,676;;;;
2022-07-28;17:01:20;31,574;;;;
2022-07-28;17:01:30;31,574;;;;
2022-07-28;17:01:40;31,472;;;;
2022-07-28;17:01:50;31,472;;;;
2022-07-28;17:02:00;31,370;;;;
2022-07-28;17:02:10;31,370;;;;
2022-07-28;17:02:20;31,268;;;;
2022-07-28;17:02:30;31,268;;;;
2022-07-28;17:02:40;31,268;;;;
2022-07-28;17:02:50;31,268;;;;
2022-07-28;17:03:00;31,268;;;;
2022-07-28;17:03:10;31,166;;;;
2022-07-28;17:03:20;31,166;;;;
2022-07-28;17:03:30;31,064;;;;
2022-07-28;17:03:40;31,064;;;;
2022-07-28;17:03:50;30,963;;;;
2022-07-28;17:04:00;30,963;;;;
2022-07-28;17:04:10;30,862;;;;
2022-07-28;17:04:20;30,862;;;;
2022-07-28;17:04:30;30,760;;;;
2022-07-28;17:04:40;30,760;;;;
2022-07-28;17:04:50;30,659;;;;
2022-07-28;17:05:00;30,659;;;;
2022-07-28;17:05:10;30,558;;;;
2022-07-28;17:05:20;30,558;;;;
2022-07-28;17:05:30;30,558;;;;
2022-07-28;17:05:40;30,457;;;;
2022-07-28;17:05:50;30,457;;;;
2022-07-28;17:06:00;30,356;;;;
2022-07-28;17:06:10;30,356;;;;
2022-07-28;17:06:20;30,255;;;;
2022-07-28;17:06:30;30,255;;;;
2022-07-28;17:06:35;;Enregistré;Enregistré;;
2022-07-28;17:06:40;30,255;;;;
2022-07-28;17:06:46;;;;Enregistré;Enregistré
